Layer,SYS_LOC_CODE,SAMPLE_DATE,CAS_RN,CHEMICAL_NAME,RESULT,REPORT_RESULT_UNIT,DETECT_FLAG,LAB_QUALIFIERS,X_COORD,Y_COORD
PCE_UQ12020,W-78,2020-04-14 9:16,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024371.03,745117.75
PCE_UQ12020,W-72,2020-04-03 10:15,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024162.69,745450.25
PCE_UQ12020,W-14,2020-04-22 8:48,127-18-4,Tetrachloroethene - Upper,4.8,ug/L,Y,,2024478.65,744603.2
PCE_UQ12020,W-24,2020-04-22 15:02,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2027344.76,746742.56
PCE_UQ12020,W-27,2020-04-27 11:21,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023708.23,744383.9
PCE_UQ12020,W-42,2020-04-23 11:27,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023203.32,745072.35
PCE_UQ12020,W-46,2020-04-22 10:41,127-18-4,Tetrachloroethene - Upper,2.2,ug/L,Y,,2023494.46,745154.59
PCE_UQ12020,W-39,2020-04-24 12:48,127-18-4,Tetrachloroethene - Upper,500,ug/L,Y,E,2023656.67,745587.41
PCE_UQ12020,W-4,2020-04-27 15:11,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023959.57,744343.67
PCE_UQ12020,W-43,2020-04-23 10:32,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023600.12,745904.31
PCE_UQ12020,W-66,2020-04-24 11:25,127-18-4,Tetrachloroethene - Upper,480,ug/L,Y,E,2024027.17,745687.82
PCE_UQ12020,W-86,2020-04-28 10:05,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2025100.8,745082.29
PCE_UQ12020,W-91,2020-04-22 13:55,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2022016.77,745976.36
PCE_UQ12022,W-10,2022-04-04 15:07,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023659.9,744897.85
PCE_UQ12022,W-11,2022-04-04 11:54,127-18-4,Tetrachloroethene - Upper,24,ug/L,Y,,2023914.56,744743.05
PCE_UQ12022,W-7A,2022-04-04 14:02,127-18-4,Tetrachloroethene - Upper,1.4,ug/L,Y,,2023872.22,744907.43
PCE_UQ12022,W-13R,2022-04-04 12:26,127-18-4,Tetrachloroethene - Upper,21,ug/L,Y,,2024279.25,744648.71
PCE_UQ12022,W-22,2022-04-04 15:22,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024116.4,744960.92
PCE_UQ12022,W-28,2022-04-05 12:11,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024317.41,745121.78
PCE_UQ12022,W-77,2022-04-05 9:53,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024346.11,745158.93
PCE_UQ12022,W-78,2022-04-05 11:07,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024371.03,745117.75
PCE_UQ12022,W-76,2022-04-05 11:48,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024223.52,745181.19
PCE_UQ12022,W-79,2022-04-05 9:22,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024450.27,745200.4
PCE_UQ12022,W-80,2022-04-05 10:31,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024414.69,745024.39
PCE_UQ12022,W-59,2022-04-06 14:08,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024165.88,745219.37
PCE_UQ12022,W-81,2022-04-06 12:47,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024469.85,744938.6
PCE_UQ12022,W-82,2022-04-06 11:11,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024594.17,744895.93
PCE_UQ12022,W-83,2022-04-06 9:42,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024667.49,744975.06
PCE_UQ12022,W-84,2022-04-06 8:34,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024721.5,745177.25
PCE_UQ12022,W-29,2022-04-06 12:46,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024101.64,745182.77
PCE_UQ12022,W-30,2022-04-07 14:20,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024150.84,745095.16
PCE_UQ12022,W-38,2022-04-07 9:17,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024192.97,745250.31
PCE_UQ12022,W-56,2022-04-07 14:55,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024203.75,745351.31
PCE_UQ12022,W-56,2022-04-07 14:55,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024203.75,745351.31
PCE_UQ12022,W-57,2022-04-07 12:35,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024190.79,745307.43
PCE_UQ12022,W-57,2022-04-07 12:35,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024190.79,745307.43
PCE_UQ12022,W-58,2022-04-07 11:22,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024176.33,745254.09
PCE_UQ12022,W-58,2022-04-07 11:22,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024176.33,745254.09
PCE_UQ12022,W-73,2022-04-07 13:33,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024166.25,745339.31
PCE_UQ12022,W-73,2022-04-07 13:33,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024166.25,745339.31
PCE_UQ12022,W-53,2022-04-08 12:44,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024247.56,745496
PCE_UQ12022,W-72,2022-04-08 11:37,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024162.69,745450.25
PCE_UQ12022,W-75,2022-04-08 9:47,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024064.76,745317.23
PCE_UQ12022,W-37,2022-04-08 10:55,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024230.73,745407.39
PCE_UQ12022,W-54,2022-04-08 11:32,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024229.98,745442.55
PCE_UQ12022,W-55,2022-04-08 9:10,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024214,745397.65
PCE_UQ12022,W-35,2022-04-11 13:18,127-18-4,Tetrachloroethene - Upper,1.7,ug/L,Y,,2024227.93,745716.7
PCE_UQ12022,W-36,2022-04-11 11:57,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024573.17,746084.83
PCE_UQ12022,W-51,2022-04-11 14:25,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024270.83,745583.86
PCE_UQ12022,W-45,2022-04-12 10:37,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024296.1,745644.03
PCE_UQ12022,W-40,2022-04-11 10:16,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024112.48,745646.53
PCE_UQ12022,W-52,2022-04-11 14:08,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024260.17,745542.36
PCE_UQ12022,W-23R,2022-04-13 13:46,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2024851.26,744674.74
PCE_UQ12022,W-61,2022-04-13 12:16,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023288.26,745829.26
PCE_UQ12022,W-39,2022-04-14 10:38,127-18-4,Tetrachloroethene - Upper,190,ug/L,Y,,2023656.67,745587.41
PCE_UQ12022,W-43,2022-04-14 11:39,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023600.12,745904.31
PCE_UQ12022,W-66,2022-04-14 9:43,127-18-4,Tetrachloroethene - Upper,780,ug/L,Y,,2024027.17,745687.82
PCE_UQ12022,W-14,2022-04-14 12:28,127-18-4,Tetrachloroethene - Upper,1.4,ug/L,Y,,2024478.65,744603.2
PCE_UQ12022,W-15,2022-04-14 10:23,127-18-4,Tetrachloroethene - Upper,8.5,ug/L,Y,,2023716.79,744663.42
PCE_UQ12022,W-67,2022-04-14 8:32,127-18-4,Tetrachloroethene - Upper,39,ug/L,Y,,2024485.79,744459.59
PCE_UQ12022,W-46,2022-04-15 12:13,127-18-4,Tetrachloroethene - Upper,2.4,ug/L,Y,,2023494.46,745154.59
PCE_UQ12022,W-41R,2022-04-15 9:38,127-18-4,Tetrachloroethene - Upper,250,ug/L,Y,E,2023252.59,745372.89
PCE_UQ12022,W-89,2022-04-15 11:57,127-18-4,Tetrachloroethene - Upper,1.8,ug/L,Y,,2022888.25,746583.34
PCE_UQ12022,W-42,2022-04-18 13:12,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023203.32,745072.35
PCE_UQ12022,W-91,2022-04-18 14:17,127-18-4,Tetrachloroethene - Upper,50,ug/L,N,U,2022016.77,745976.36
PCE_UQ12022,W-16,2022-04-19 11:15,127-18-4,Tetrachloroethene - Upper,2.6,ug/L,Y,,2024060.26,744602.32
PCE_UQ12022,W-26,2022-04-19 12:30,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023417.69,744855.29
PCE_UQ12022,W-64,2022-04-19 8:57,127-18-4,Tetrachloroethene - Upper,1.8,ug/L,Y,,2023511.33,744643.8
PCE_UQ12022,W-70,2022-04-19 12:40,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2026062.87,745719.22
PCE_UQ12022,W-24,2022-04-20 12:28,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2027344.76,746742.56
PCE_UQ12022,W-27,2022-04-21 11:36,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2023708.23,744383.9
PCE_UQ12022,W-86,2022-04-25 8:58,127-18-4,Tetrachloroethene - Upper,1,ug/L,N,U,2025100.8,745082.29
UQ12020,W-72,2020-04-03 10:15,TOTAL-U,Total Uranium Isotopes,0.688,ug/L,Y,,2024162.69,745450.25
UQ12020,W-73,2020-04-03 11:24,TOTAL-U,Total Uranium Isotopes,0.0873,ug/L,Y,J,2024166.25,745339.31
UQ12020,W-29,2020-04-03 13:57,TOTAL-U,Total Uranium Isotopes,1.38,ug/L,Y,,2024101.64,745182.77
UQ12020,W-28,2020-04-03 15:02,TOTAL-U,Total Uranium Isotopes,0.71,ug/L,Y,,2024317.41,745121.78
UQ12020,W-58,2020-04-07 8:39,TOTAL-U,Total Uranium Isotopes,1.05,ug/L,Y,,2024176.33,745254.09
UQ12020,W-59,2020-04-07 9:59,TOTAL-U,Total Uranium Isotopes,12.8,ug/L,Y,,2024165.88,745219.37
UQ12020,W-22,2020-04-07 10:53,TOTAL-U,Total Uranium Isotopes,0.61,ug/L,Y,,2024116.4,744960.92
UQ12020,W-57,2020-04-07 11:41,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024190.79,745307.43
UQ12020,W-18R,2020-04-07 13:07,TOTAL-U,Total Uranium Isotopes,4.37,ug/L,Y,,2023939.25,745012.69
UQ12020,W-56,2020-04-07 13:23,TOTAL-U,Total Uranium Isotopes,31,ug/L,Y,,2024203.75,745351.31
UQ12020,W-74,2020-04-08 8:41,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024067.17,745325.13
UQ12020,W-75,2020-04-08 10:10,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024064.76,745317.23
UQ12020,W-13R,2020-04-08 13:29,TOTAL-U,Total Uranium Isotopes,0.076,ug/L,Y,J,2024279.25,744648.71
UQ12020,W-55,2020-04-08 14:45,TOTAL-U,Total Uranium Isotopes,115,ug/L,Y,,2024214,745397.65
UQ12020,W-54,2020-04-09 8:26,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024229.98,745442.55
UQ12020,W-53,2020-04-09 10:52,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024247.56,745496
UQ12020,W-52,2020-04-09 12:57,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024260.17,745542.36
UQ12020,W-51,2020-04-09 14:42,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024270.83,745583.86
UQ12020,W-7A,2020-04-10 9:33,TOTAL-U,Total Uranium Isotopes,0.716,ug/L,Y,,2023872.22,744907.43
UQ12020,W-11,2020-04-10 11:17,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023914.56,744743.05
UQ12020,W-61,2020-04-10 12:36,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023288.26,745829.26
UQ12020,W-60,2020-04-10 14:39,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023286.81,745835.58
UQ12020,W-10,2020-04-13 10:05,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023659.9,744897.85
UQ12020,W-84,2020-04-13 11:57,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024721.5,745177.25
UQ12020,W-30,2020-04-13 12:42,TOTAL-U,Total Uranium Isotopes,7.08,ug/L,Y,,2024150.84,745095.16
UQ12020,W-83,2020-04-13 13:28,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024667.49,744975.06
UQ12020,W-79,2020-04-13 14:12,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024450.27,745200.4
UQ12020,W-82,2020-04-14 8:31,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024594.17,744895.93
UQ12020,W-78,2020-04-14 9:16,TOTAL-U,Total Uranium Isotopes,0.203,ug/L,Y,,2024371.03,745117.75
UQ12020,W-81,2020-04-14 10:25,TOTAL-U,Total Uranium Isotopes,0.393,ug/L,Y,,2024469.85,744938.6
UQ12020,W-80,2020-04-14 10:26,TOTAL-U,Total Uranium Isotopes,0.177,ug/L,Y,J,2024414.69,745024.39
UQ12020,W-77,2020-04-14 12:38,TOTAL-U,Total Uranium Isotopes,264,ug/L,Y,,2024346.11,745158.93
UQ12020,W-76,2020-04-14 15:32,TOTAL-U,Total Uranium Isotopes,2.97,ug/L,Y,,2024223.52,745181.19
UQ12020,W-45,2020-04-15 8:56,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024296.1,745644.03
UQ12020,W-RW1,2020-04-15 11:33,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024255.52,745689.84
UQ12020,W-87,2020-04-15 13:27,TOTAL-U,Total Uranium Isotopes,0.139,ug/L,Y,J,2024385.81,745952.76
UQ12020,W-69,2020-04-16 8:19,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2026064.29,745726.92
UQ12020,W-70,2020-04-16 9:56,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2026062.87,745719.22
UQ12020,W-40,2020-04-16 11:52,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024112.48,745646.53
UQ12020,W-33,2020-04-16 12:44,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023548.66,745402.99
UQ12020,W-44,2020-04-16 14:05,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022950.11,745579.89
UQ12020,W-26,2020-04-16 15:01,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023417.69,744855.29
UQ12020,W-88,2020-04-17 8:51,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022883.96,746574.77
UQ12020,W-89,2020-04-17 9:49,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022888.25,746583.34
UQ12020,W-62,2020-04-17 11:24,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022726.08,745485.46
UQ12020,W-90,2020-04-17 12:31,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022011.55,745981.12
UQ12020,W-19B,2020-04-17 13:27,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022552.95,746172.68
UQ12020,W-41R,2020-04-17 14:19,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023252.59,745372.89
UQ12020,W-64,2020-04-20 8:50,TOTAL-U,Total Uranium Isotopes,0.28,ug/L,Y,,2023511.33,744643.8
UQ12020,W-36,2020-04-20 10:16,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024573.17,746084.83
UQ12020,W-17,2020-04-20 12:13,TOTAL-U,Total Uranium Isotopes,0.121,ug/L,Y,J,2023785.38,745055.22
UQ12020,W-68,2020-04-20 13:23,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022496.22,745329.25
UQ12020,W-RW2,2020-04-20 14:36,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023458.22,745325.15
UQ12020,W-63,2020-04-21 8:42,TOTAL-U,Total Uranium Isotopes,0.686,ug/L,Y,,2023019.42,745098.13
UQ12020,W-35,2020-04-21 9:18,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024227.93,745716.7
UQ12020,W-48,2020-04-21 10:50,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023290.44,744913.22
UQ12020,W-15,2020-04-21 10:57,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023716.79,744663.42
UQ12020,W-23R,2020-04-21 12:43,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024851.26,744674.74
UQ12020,W-16,2020-04-21 13:14,TOTAL-U,Total Uranium Isotopes,0.0827,ug/L,Y,J,2024060.26,744602.32
UQ12020,W-67,2020-04-21 14:11,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024485.79,744459.59
UQ12020,W-14,2020-04-22 8:48,TOTAL-U,Total Uranium Isotopes,0.36,ug/L,Y,,2024478.65,744603.2
UQ12020,W-46,2020-04-22 10:41,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023494.46,745154.59
UQ12020,W-91,2020-04-22 13:55,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022016.77,745976.36
UQ12020,W-24,2020-04-22 15:02,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2027344.76,746742.56
UQ12020,W-43,2020-04-23 10:32,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023600.12,745904.31
UQ12020,W-42,2020-04-23 11:27,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023203.32,745072.35
UQ12020,W-95,2020-04-24 8:57,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022553.46,744375.66
UQ12020,W-65,2020-04-24 9:59,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024027.45,745693.7
UQ12020,W-94,2020-04-24 10:37,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2021983.56,744728.03
UQ12020,W-66,2020-04-24 11:25,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024027.17,745687.82
UQ12020,W-96,2020-04-24 12:45,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024643.81,743746.78
UQ12020,W-39,2020-04-24 12:48,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023656.67,745587.41
UQ12020,W-97,2020-04-24 14:13,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024547.76,744244.05
UQ12020,W-25,2020-04-27 9:19,TOTAL-U,Total Uranium Isotopes,0.0841,ug/L,Y,J,2022728.99,742114.33
UQ12020,W-92,2020-04-27 9:45,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023714.92,744382.47
UQ12020,W-27,2020-04-27 11:21,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023708.23,744383.9
UQ12020,W-20,2020-04-27 11:23,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022975.38,743739.63
UQ12020,W-3A,2020-04-27 13:09,TOTAL-U,Total Uranium Isotopes,0.106,ug/L,Y,J,2023926.29,744340.23
UQ12020,W-4,2020-04-27 15:11,TOTAL-U,Total Uranium Isotopes,0.181,ug/L,Y,J,2023959.57,744343.67
UQ12020,W-85,2020-04-28 8:48,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2025107.68,745079.71
UQ12020,W-86,2020-04-28 10:05,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2025100.8,745082.29
TCE_LQ12022,W-6,2022-04-04 14:05,79-01-6,Trichloroethene - Lower,3.1,ug/L,Y,,2024109.62,744963.29
TCE_LQ12022,W-93,2022-04-05 8:38,79-01-6,Trichloroethene - Lower,4.3,ug/L,Y,,2024346.84,745162.26
TCE_LQ12022,W-17,2022-04-07 9:52,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023785.38,745055.22
TCE_LQ12022,W-18R,2022-04-07 10:55,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023939.25,745012.69
TCE_LQ12022,W-74,2022-04-08 8:42,79-01-6,Trichloroethene - Lower,2.9,ug/L,Y,,2024067.17,745325.13
TCE_LQ12022,W-87,2022-04-11 9:29,79-01-6,Trichloroethene - Lower,7.1,ug/L,Y,,2024385.81,745952.76
TCE_LQ12022,W-RW1,2022-04-12 9:02,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2024255.52,745689.84
TCE_LQ12022,W-60,2022-04-13 11:17,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023286.81,745835.58
TCE_LQ12022,W-33,2022-04-13 14:00,79-01-6,Trichloroethene - Lower,31,ug/L,Y,,2023548.66,745402.99
TCE_LQ12022,W-65,2022-04-14 8:55,79-01-6,Trichloroethene - Lower,41,ug/L,Y,,2024027.45,745693.7
TCE_LQ12022,W-RW2,2022-04-14 12:45,79-01-6,Trichloroethene - Lower,7.9,ug/L,Y,,2023458.22,745325.15
TCE_LQ12022,W-63,2022-04-15 11:06,79-01-6,Trichloroethene - Lower,1.3,ug/L,Y,,2023019.42,745098.13
TCE_LQ12022,W-44,2022-04-15 13:04,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022950.11,745579.89
TCE_LQ12022,W-88,2022-04-15 10:49,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022883.96,746574.77
TCE_LQ12022,W-88,2022-04-15 10:49,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022883.96,746574.77
TCE_LQ12022,W-62,2022-04-18 11:29,79-01-6,Trichloroethene - Lower,50,ug/L,N,U,2022726.08,745485.46
TCE_LQ12022,W-90,2022-04-18 13:10,79-01-6,Trichloroethene - Lower,50,ug/L,N,U,2022011.55,745981.12
TCE_LQ12022,W-47,2022-04-19 9:45,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023515.87,744633.77
TCE_LQ12022,W-48,2022-04-19 13:38,79-01-6,Trichloroethene - Lower,4.4,ug/L,Y,,2023290.44,744913.22
TCE_LQ12022,W-19B,2022-04-19 10:21,79-01-6,Trichloroethene - Lower,1.5,ug/L,Y,,2022552.95,746172.68
TCE_LQ12022,W-68,2022-04-19 8:54,79-01-6,Trichloroethene - Lower,1.1,ug/L,Y,,2022496.22,745329.25
TCE_LQ12022,W-71,2022-04-19 13:43,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2026052.33,745716.65
TCE_LQ12022,W-94,2022-04-20 12:46,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2021983.56,744728.03
TCE_LQ12022,W-95,2022-04-20 9:50,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022553.46,744375.66
TCE_LQ12022,W-95,2022-04-20 9:50,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022553.46,744375.66
TCE_LQ12022,W-97,2022-04-20 13:50,79-01-6,Trichloroethene - Lower,1.2,ug/L,Y,,2024547.76,744244.05
TCE_LQ12022,W-92,2022-04-21 10:00,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023714.92,744382.47
TCE_LQ12022,W-25,2022-04-21 13:42,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022728.99,742114.33
TCE_LQ12022,W-96,2022-04-21 9:10,79-01-6,Trichloroethene - Lower,1.5,ug/L,Y,,2024643.81,743746.78
TCE_LQ12022,W-85,2022-04-25 10:31,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2025107.68,745079.71
TCE_LQ12022,W-20,2022-04-25 11:21,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022975.38,743739.63
TCE_LQ32021,W-93,2021-10-06 9:49,79-01-6,Trichloroethene - Lower,4,ug/L,Y,,2024346.84,745162.26
TCE_LQ32021,W-18R,2021-10-08 11:50,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023939.25,745012.69
TCE_LQ32021,W-6,2021-10-08 10:28,79-01-6,Trichloroethene - Lower,2.8,ug/L,Y,,2024109.62,744963.29
TCE_LQ32021,W-17,2021-10-12 12:56,79-01-6,Trichloroethene - Lower,1.3,ug/L,Y,,2023785.38,745055.22
TCE_LQ32021,W-74,2021-10-12 9:49,79-01-6,Trichloroethene - Lower,3.2,ug/L,Y,,2024067.17,745325.13
TCE_LQ32021,W-87,2021-10-13 12:25,79-01-6,Trichloroethene - Lower,6.6,ug/L,Y,,2024385.81,745952.76
TCE_LQ32021,W-33,2021-10-14 14:49,79-01-6,Trichloroethene - Lower,36,ug/L,Y,,2023548.66,745402.99
TCE_LQ32021,W-RW1,2021-10-14 9:44,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2024255.52,745689.84
TCE_LQ32021,W-60,2021-10-15 11:31,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023286.81,745835.58
TCE_LQ32021,W-48,2021-10-19 13:35,79-01-6,Trichloroethene - Lower,5,ug/L,N,U,2023290.44,744913.22
TCE_LQ32021,W-48,2021-10-19 13:35,79-01-6,Trichloroethene - Lower,5,ug/L,N,U,2023290.44,744913.22
TCE_LQ32021,W-62,2021-10-19 10:24,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022726.08,745485.46
TCE_LQ32021,W-68,2021-10-19 9:13,79-01-6,Trichloroethene - Lower,1,ug/L,Y,,2022496.22,745329.25
TCE_LQ32021,W-47,2021-10-19 9:47,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023515.87,744633.77
TCE_LQ32021,W-63,2021-10-19 13:23,79-01-6,Trichloroethene - Lower,1.4,ug/L,Y,,2023019.42,745098.13
TCE_LQ32021,W-19B,2021-10-20 13:53,79-01-6,Trichloroethene - Lower,1.6,ug/L,Y,,2022552.95,746172.68
TCE_LQ32021,W-90,2021-10-20 11:27,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022011.55,745981.12
TCE_LQ32021,W-71,2021-10-21 13:24,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2026052.33,745716.65
TCE_LQ32021,W-RW2,2021-10-21 10:03,79-01-6,Trichloroethene - Lower,9.5,ug/L,Y,,2023458.22,745325.15
TCE_LQ32021,W-88,2021-10-21 11:12,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2022883.96,746574.77
TCE_LQ32021,W-92,2021-10-22 12:01,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2023714.92,744382.47
TCE_LQ32021,W-85,2021-10-22 11:13,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2025107.68,745079.71
TCE_LQ32021,W-96,2021-10-25 8:53,79-01-6,Trichloroethene - Lower,2,ug/L,Y,,2024643.81,743746.78
TCE_LQ32021,W-97,2021-10-25 13:50,79-01-6,Trichloroethene - Lower,1.7,ug/L,Y,,2024547.76,744244.05
TCE_LQ32021,W-94,2021-10-26 10:24,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2021983.56,744728.03
TCE_LQ32021,W-94,2021-10-26 10:24,79-01-6,Trichloroethene - Lower,1,ug/L,N,U,2021983.56,744728.03
