Layer,SYS_LOC_CODE,SAMPLE_DATE,CAS_RN,CHEMICAL_NAME,RESULT,REPORT_RESULT_UNIT,DETECT_FLAG,LAB_QUALIFIERS,X_COORD,Y_COORD
NitrateQ32020,W-84,2020-10-06 11:18,NO3-N,Nitrate as N,0.065,mg/L,Y,,2024721.5,745177.25
NitrateQ32020,W-83,2020-10-06 11:37,NO3-N,Nitrate as N,0.69,mg/L,Y,,2024667.49,744975.06
NitrateQ32020,W-80,2020-10-06 13:11,NO3-N,Nitrate as N,7.9,mg/L,Y,,2024414.69,745024.39
NitrateQ32020,W-79,2020-10-06 14:32,NO3-N,Nitrate as N,3.8,mg/L,Y,,2024450.27,745200.4
NitrateQ32020,W-81,2020-10-06 14:55,NO3-N,Nitrate as N,1.3,mg/L,Y,,2024469.85,744938.6
NitrateQ32020,W-77,2020-10-07 9:54,NO3-N,Nitrate as N,5.2,mg/L,Y,,2024346.11,745158.93
NitrateQ32020,W-78,2020-10-07 11:01,NO3-N,Nitrate as N,3.1,mg/L,Y,,2024371.03,745117.75
NitrateQ32020,W-29,2020-10-07 14:43,NO3-N,Nitrate as N,13,mg/L,Y,,2024101.64,745182.77
NitrateQ32020,W-76,2020-10-07 14:46,NO3-N,Nitrate as N,14,mg/L,Y,,2024223.52,745181.19
NitrateQ32020,W-6,2020-10-08 11:16,NO3-N,Nitrate as N,220,mg/L,Y,,2024109.62,744963.29
NitrateQ32020,W-58,2020-10-08 11:58,NO3-N,Nitrate as N,5.3,mg/L,Y,,2024176.33,745254.09
NitrateQ32020,W-57,2020-10-08 13:30,NO3-N,Nitrate as N,3.3,mg/L,Y,,2024190.79,745307.43
NitrateQ32020,W-56,2020-10-08 14:57,NO3-N,Nitrate as N,4.4,mg/L,Y,,2024203.75,745351.31
NitrateQ32020,W-73,2020-10-08 15:27,NO3-N,Nitrate as N,1.6,mg/L,Y,,2024166.25,745339.31
NitrateQ32020,W-17,2020-10-09 10:12,NO3-N,Nitrate as N,19,mg/L,Y,,2023785.38,745055.22
NitrateQ32020,W-18R,2020-10-09 11:43,NO3-N,Nitrate as N,660,mg/L,Y,,2023939.25,745012.69
NitrateQ32020,W-72,2020-10-09 12:56,NO3-N,Nitrate as N,9.3,mg/L,Y,,2024162.69,745450.25
NitrateQ32020,W-59,2020-10-09 13:58,NO3-N,Nitrate as N,17,mg/L,Y,,2024165.88,745219.37
NitrateQ32020,W-37,2020-10-09 14:38,NO3-N,Nitrate as N,3.8,mg/L,Y,,2024230.73,745407.39
NitrateQ32020,W-74,2020-10-12 8:58,NO3-N,Nitrate as N,5.4,mg/L,Y,,2024067.17,745325.13
NitrateQ32020,W-30,2020-10-12 9:28,NO3-N,Nitrate as N,69,mg/L,Y,,2024150.84,745095.16
NitrateQ32020,W-54,2020-10-12 12:23,NO3-N,Nitrate as N,2.2,mg/L,Y,,2024229.98,745442.55
NitrateQ32020,W-53,2020-10-12 13:49,NO3-N,Nitrate as N,0.12,mg/L,Y,,2024247.56,745496
NitrateQ32020,W-52,2020-10-12 14:25,NO3-N,Nitrate as N,0.82,mg/L,Y,,2024260.17,745542.36
NitrateQ32020,W-20,2020-10-13 9:38,NO3-N,Nitrate as N,0.02,mg/L,N,U,2022975.38,743739.63
NitrateQ32020,W-35,2020-10-13 14:22,NO3-N,Nitrate as N,3,mg/L,Y,,2024227.93,745716.7
NitrateQ32020,W-45,2020-10-14 9:10,NO3-N,Nitrate as N,0.12,mg/L,Y,,2024296.1,745644.03
NitrateQ32020,W-51,2020-10-14 10:21,NO3-N,Nitrate as N,0.043,mg/L,Y,,2024270.83,745583.86
NitrateQ32020,W-RW1,2020-10-14 11:46,NO3-N,Nitrate as N,1.8,mg/L,Y,,2024255.52,745689.84
NitrateQ32020,W-87,2020-10-14 14:39,NO3-N,Nitrate as N,0.04,mg/L,Y,,2024385.81,745952.76
NitrateQ32020,W-70,2020-10-15 10:27,NO3-N,Nitrate as N,1.4,mg/L,Y,,2026062.87,745719.22
NitrateQ32020,W-40,2020-10-15 12:10,NO3-N,Nitrate as N,3,mg/L,Y,,2024112.48,745646.53
NitrateQ32020,W-33,2020-10-15 14:09,NO3-N,Nitrate as N,13,mg/L,Y,,2023548.66,745402.99
NitrateQ32020,W-61,2020-10-15 15:20,NO3-N,Nitrate as N,2.5,mg/L,Y,,2023288.26,745829.26
NitrateQ32020,W-15,2020-10-16 8:17,NO3-N,Nitrate as N,40,mg/L,Y,,2023716.79,744663.42
NitrateQ32020,W-64,2020-10-16 9:41,NO3-N,Nitrate as N,42,mg/L,Y,,2023511.33,744643.8
NitrateQ32020,W-41R,2020-10-16 10:57,NO3-N,Nitrate as N,60,mg/L,Y,,2023252.59,745372.89
NitrateQ32020,W-44,2020-10-16 12:25,NO3-N,Nitrate as N,1.9,mg/L,Y,,2022950.11,745579.89
NitrateQ32020,W-RW2,2020-10-16 12:41,NO3-N,Nitrate as N,21,mg/L,Y,,2023458.22,745325.15
NitrateQ32020,W-36,2020-10-16 21:19,NO3-N,Nitrate as N,0.17,mg/L,Y,,2024573.17,746084.83
NitrateQ32020,W-23R,2020-10-19 8:30,NO3-N,Nitrate as N,0.79,mg/L,Y,,2024851.26,744674.74
NitrateQ32020,W-88,2020-10-19 10:22,NO3-N,Nitrate as N,4.2,mg/L,Y,,2022883.96,746574.77
NitrateQ32020,W-67,2020-10-19 10:29,NO3-N,Nitrate as N,18,mg/L,Y,,2024485.79,744459.59
NitrateQ32020,W-14,2020-10-19 12:09,NO3-N,Nitrate as N,1,mg/L,Y,,2024478.65,744603.2
NitrateQ32020,W-26,2020-10-19 13:47,NO3-N,Nitrate as N,3,mg/L,Y,,2023417.69,744855.29
NitrateQ32020,W-16,2020-10-20 8:58,NO3-N,Nitrate as N,2.6,mg/L,Y,,2024060.26,744602.32
NitrateQ32020,W-90,2020-10-20 10:00,NO3-N,Nitrate as N,2.5,mg/L,Y,,2022011.55,745981.12
NitrateQ32020,W-63,2020-10-20 10:36,NO3-N,Nitrate as N,1.9,mg/L,Y,,2023019.42,745098.13
NitrateQ32020,W-19B,2020-10-20 12:10,NO3-N,Nitrate as N,3.9,mg/L,Y,,2022552.95,746172.68
NitrateQ32020,W-48,2020-10-20 12:35,NO3-N,Nitrate as N,5.4,mg/L,Y,,2023290.44,744913.22
NitrateQ32020,W-62,2020-10-20 14:17,NO3-N,Nitrate as N,4.2,mg/L,Y,,2022726.08,745485.46
NitrateQ32020,W-42,2020-10-21 11:25,NO3-N,Nitrate as N,2.8,mg/L,Y,,2023203.32,745072.35
NitrateQ32020,W-46,2020-10-21 14:52,NO3-N,Nitrate as N,8.4,mg/L,Y,,2023494.46,745154.59
NitrateQ32020,W-43,2020-10-22 10:40,NO3-N,Nitrate as N,5.7,mg/L,Y,,2023600.12,745904.31
NitrateQ32020,W-66,2020-10-22 12:11,NO3-N,Nitrate as N,1.4,mg/L,Y,,2024027.17,745687.82
NitrateQ32020,W-68,2020-10-22 14:00,NO3-N,Nitrate as N,2.9,mg/L,Y,,2022496.22,745329.25
NitrateQ32020,W-24,2020-10-22 14:13,NO3-N,Nitrate as N,0.02,mg/L,N,U,2027344.76,746742.56
NitrateQ32020,W-39,2020-10-22 21:06,NO3-N,Nitrate as N,64,mg/L,Y,,2023656.67,745587.41
NitrateQ32020,W-85,2020-10-23 9:02,NO3-N,Nitrate as N,0.02,mg/L,N,U,2025107.68,745079.71
NitrateQ32020,W-86,2020-10-23 11:55,NO3-N,Nitrate as N,0.02,mg/L,N,U,2025100.8,745082.29
NitrateQ32020,W-95,2020-10-26 0:48,NO3-N,Nitrate as N,0.058,mg/L,Y,,2022553.46,744375.66
NitrateQ32020,W-92,2020-10-26 8:40,NO3-N,Nitrate as N,0.076,mg/L,Y,,2023714.92,744382.47
NitrateQ32020,W-94,2020-10-26 9:57,NO3-N,Nitrate as N,0.077,mg/L,Y,,2021983.56,744728.03
NitrateQ32020,W-3A,2020-10-26 13:35,NO3-N,Nitrate as N,0.02,mg/L,N,U,2023926.29,744340.23
NitrateQ32020,W-4,2020-10-27 8:22,NO3-N,Nitrate as N,0.61,mg/L,Y,,2023959.57,744343.67
NitrateQ32020,W-25,2020-10-27 9:26,NO3-N,Nitrate as N,0.069,mg/L,Y,,2022728.99,742114.33
NitrateQ32020,W-97,2020-10-27 10:08,NO3-N,Nitrate as N,6.3,mg/L,Y,,2024547.76,744244.05
NitrateQ32020,W-96,2020-10-27 10:55,NO3-N,Nitrate as N,0.032,mg/L,Y,,2024643.81,743746.78
NitrateQ32020,L-20,2020-11-23 14:40,NO3-N,Nitrate as N,11,mg/L,Y,,2024757.66,744448.67
NitrateQ32020,L-36,2020-12-03 16:15,NO3-N,Nitrate as N,0.14,mg/L,Y,,2023174.48,744045.22
NitrateQ32020,L-35,2020-12-04 9:39,NO3-N,Nitrate as N,0.15,mg/L,Y,,2022739.57,744134.55
NitrateQ32020,L-37,2020-12-08 16:28,NO3-N,Nitrate as N,0.13,mg/L,Y,,2023212.83,744236.16
NitrateQ32020,L-37,2020-12-08 17:15,NO3-N,Nitrate as N,0.13,mg/L,Y,,2023212.83,744236.16
NitrateQ12020,W-28,2020-02-04 11:25,NO3-N,Nitrate as N,8,mg/L,Y,,2024317.41,745121.78
NitrateQ12020,W-72,2020-04-03 10:15,NO3-N,Nitrate as N,6.3,mg/L,Y,,2024162.69,745450.25
NitrateQ12020,W-73,2020-04-03 11:24,NO3-N,Nitrate as N,1.4,mg/L,Y,,2024166.25,745339.31
NitrateQ12020,W-29,2020-04-03 13:57,NO3-N,Nitrate as N,17,mg/L,Y,,2024101.64,745182.77
NitrateQ12020,W-58,2020-04-07 8:39,NO3-N,Nitrate as N,4.3,mg/L,Y,,2024176.33,745254.09
NitrateQ12020,W-6,2020-04-07 8:52,NO3-N,Nitrate as N,190,mg/L,Y,,2024109.62,744963.29
NitrateQ12020,W-59,2020-04-07 9:59,NO3-N,Nitrate as N,20,mg/L,Y,,2024165.88,745219.37
NitrateQ12020,W-57,2020-04-07 11:41,NO3-N,Nitrate as N,3.5,mg/L,Y,,2024190.79,745307.43
NitrateQ12020,W-18R,2020-04-07 13:07,NO3-N,Nitrate as N,790,mg/L,Y,,2023939.25,745012.69
NitrateQ12020,W-56,2020-04-07 13:23,NO3-N,Nitrate as N,2.8,mg/L,Y,,2024203.75,745351.31
NitrateQ12020,W-74,2020-04-08 8:41,NO3-N,Nitrate as N,5.4,mg/L,Y,,2024067.17,745325.13
NitrateQ12020,W-37,2020-04-08 11:48,NO3-N,Nitrate as N,2,mg/L,Y,,2024230.73,745407.39
NitrateQ12020,W-13R,2020-04-08 13:29,NO3-N,Nitrate as N,13,mg/L,Y,,2024279.25,744648.71
NitrateQ12020,W-55,2020-04-08 14:45,NO3-N,Nitrate as N,2,mg/L,Y,,2024214,745397.65
NitrateQ12020,W-54,2020-04-09 8:26,NO3-N,Nitrate as N,1.7,mg/L,Y,,2024229.98,745442.55
NitrateQ12020,W-53,2020-04-09 10:52,NO3-N,Nitrate as N,0.033,mg/L,Y,,2024247.56,745496
NitrateQ12020,W-52,2020-04-09 12:57,NO3-N,Nitrate as N,2,mg/L,Y,,2024260.17,745542.36
NitrateQ12020,W-51,2020-04-09 14:42,NO3-N,Nitrate as N,0.046,mg/L,Y,,2024270.83,745583.86
NitrateQ12020,W-7A,2020-04-10 9:33,NO3-N,Nitrate as N,330,mg/L,Y,,2023872.22,744907.43
NitrateQ12020,W-61,2020-04-10 12:36,NO3-N,Nitrate as N,1.4,mg/L,Y,,2023288.26,745829.26
NitrateQ12020,W-32,2020-04-10 12:53,NO3-N,Nitrate as N,140,mg/L,Y,,2023919.81,744742.1
NitrateQ12020,W-10,2020-04-13 10:05,NO3-N,Nitrate as N,21,mg/L,Y,,2023659.9,744897.85
NitrateQ12020,W-84,2020-04-13 11:57,NO3-N,Nitrate as N,0.02,mg/L,N,U,2024721.5,745177.25
NitrateQ12020,W-30,2020-04-13 12:42,NO3-N,Nitrate as N,120,mg/L,Y,,2024150.84,745095.16
NitrateQ12020,W-83,2020-04-13 13:28,NO3-N,Nitrate as N,0.8,mg/L,Y,,2024667.49,744975.06
NitrateQ12020,W-79,2020-04-13 14:12,NO3-N,Nitrate as N,5.1,mg/L,Y,,2024450.27,745200.4
NitrateQ12020,W-82,2020-04-14 8:31,NO3-N,Nitrate as N,1.8,mg/L,Y,,2024594.17,744895.93
NitrateQ12020,W-78,2020-04-14 9:16,NO3-N,Nitrate as N,4.4,mg/L,Y,,2024371.03,745117.75
NitrateQ12020,W-81,2020-04-14 10:25,NO3-N,Nitrate as N,1.4,mg/L,Y,,2024469.85,744938.6
NitrateQ12020,W-80,2020-04-14 10:26,NO3-N,Nitrate as N,16,mg/L,Y,,2024414.69,745024.39
NitrateQ12020,W-77,2020-04-14 12:38,NO3-N,Nitrate as N,20,mg/L,Y,,2024346.11,745158.93
NitrateQ12020,W-76,2020-04-14 15:32,NO3-N,Nitrate as N,8.7,mg/L,Y,,2024223.52,745181.19
NitrateQ12020,W-45,2020-04-15 8:56,NO3-N,Nitrate as N,0.11,mg/L,Y,,2024296.1,745644.03
NitrateQ12020,W-RW1,2020-04-15 11:33,NO3-N,Nitrate as N,2,mg/L,Y,,2024255.52,745689.84
NitrateQ12020,W-87,2020-04-15 13:27,NO3-N,Nitrate as N,0.045,mg/L,Y,,2024385.81,745952.76
NitrateQ12020,W-70,2020-04-16 9:56,NO3-N,Nitrate as N,1.5,mg/L,Y,,2026062.87,745719.22
NitrateQ12020,W-40,2020-04-16 11:52,NO3-N,Nitrate as N,2.4,mg/L,Y,,2024112.48,745646.53
NitrateQ12020,W-33,2020-04-16 12:44,NO3-N,Nitrate as N,8.2,mg/L,Y,,2023548.66,745402.99
NitrateQ12020,W-44,2020-04-16 14:05,NO3-N,Nitrate as N,1.7,mg/L,Y,,2022950.11,745579.89
NitrateQ12020,W-26,2020-04-16 15:01,NO3-N,Nitrate as N,2.5,mg/L,Y,,2023417.69,744855.29
NitrateQ12020,W-88,2020-04-17 8:51,NO3-N,Nitrate as N,4.3,mg/L,Y,,2022883.96,746574.77
NitrateQ12020,W-62,2020-04-17 11:24,NO3-N,Nitrate as N,4.3,mg/L,Y,,2022726.08,745485.46
NitrateQ12020,W-90,2020-04-17 12:31,NO3-N,Nitrate as N,1.4,mg/L,Y,,2022011.55,745981.12
NitrateQ12020,W-19B,2020-04-17 13:27,NO3-N,Nitrate as N,4.2,mg/L,Y,,2022552.95,746172.68
NitrateQ12020,W-41R,2020-04-17 14:19,NO3-N,Nitrate as N,48,mg/L,Y,,2023252.59,745372.89
NitrateQ12020,W-36,2020-04-20 10:16,NO3-N,Nitrate as N,0.056,mg/L,Y,,2024573.17,746084.83
NitrateQ12020,W-47,2020-04-20 11:14,NO3-N,Nitrate as N,44,mg/L,Y,,2023515.87,744633.77
NitrateQ12020,W-17,2020-04-20 12:13,NO3-N,Nitrate as N,13,mg/L,Y,,2023785.38,745055.22
NitrateQ12020,W-68,2020-04-20 13:23,NO3-N,Nitrate as N,2.9,mg/L,Y,,2022496.22,745329.25
NitrateQ12020,W-RW2,2020-04-20 14:36,NO3-N,Nitrate as N,12,mg/L,Y,,2023458.22,745325.15
NitrateQ12020,W-63,2020-04-21 8:42,NO3-N,Nitrate as N,0.43,mg/L,Y,,2023019.42,745098.13
NitrateQ12020,W-35,2020-04-21 9:18,NO3-N,Nitrate as N,3.3,mg/L,Y,,2024227.93,745716.7
NitrateQ12020,W-48,2020-04-21 10:50,NO3-N,Nitrate as N,5.1,mg/L,Y,,2023290.44,744913.22
NitrateQ12020,W-15,2020-04-21 10:57,NO3-N,Nitrate as N,36,mg/L,Y,,2023716.79,744663.42
NitrateQ12020,W-23R,2020-04-21 12:43,NO3-N,Nitrate as N,0.88,mg/L,Y,,2024851.26,744674.74
NitrateQ12020,W-16,2020-04-21 13:14,NO3-N,Nitrate as N,2.5,mg/L,Y,,2024060.26,744602.32
NitrateQ12020,W-67,2020-04-21 14:11,NO3-N,Nitrate as N,16,mg/L,Y,,2024485.79,744459.59
NitrateQ12020,W-14,2020-04-22 8:48,NO3-N,Nitrate as N,0.11,mg/L,Y,,2024478.65,744603.2
NitrateQ12020,W-46,2020-04-22 10:41,NO3-N,Nitrate as N,8.7,mg/L,Y,,2023494.46,745154.59
NitrateQ12020,W-24,2020-04-22 15:02,NO3-N,Nitrate as N,0.02,mg/L,N,U,2027344.76,746742.56
NitrateQ12020,W-43,2020-04-23 10:32,NO3-N,Nitrate as N,7.1,mg/L,Y,,2023600.12,745904.31
NitrateQ12020,W-42,2020-04-23 11:27,NO3-N,Nitrate as N,2.9,mg/L,Y,,2023203.32,745072.35
NitrateQ12020,W-95,2020-04-24 8:57,NO3-N,Nitrate as N,0.037,mg/L,Y,,2022553.46,744375.66
NitrateQ12020,W-94,2020-04-24 10:37,NO3-N,Nitrate as N,0.02,mg/L,N,U,2021983.56,744728.03
NitrateQ12020,W-66,2020-04-24 11:25,NO3-N,Nitrate as N,1.5,mg/L,Y,,2024027.17,745687.82
NitrateQ12020,W-96,2020-04-24 12:45,NO3-N,Nitrate as N,0.02,mg/L,N,U,2024643.81,743746.78
NitrateQ12020,W-39,2020-04-24 12:48,NO3-N,Nitrate as N,72,mg/L,Y,,2023656.67,745587.41
NitrateQ12020,W-97,2020-04-24 14:13,NO3-N,Nitrate as N,6,mg/L,Y,,2024547.76,744244.05
NitrateQ12020,W-25,2020-04-27 9:19,NO3-N,Nitrate as N,0.02,mg/L,N,U,2022728.99,742114.33
NitrateQ12020,W-27,2020-04-27 11:21,NO3-N,Nitrate as N,0.076,mg/L,Y,,2023708.23,744383.9
NitrateQ12020,W-20,2020-04-27 11:23,NO3-N,Nitrate as N,0.045,mg/L,Y,,2022975.38,743739.63
NitrateQ12020,W-3A,2020-04-27 13:09,NO3-N,Nitrate as N,0.02,mg/L,N,U,2023926.29,744340.23
NitrateQ12020,W-4,2020-04-27 15:11,NO3-N,Nitrate as N,1.4,mg/L,Y,,2023959.57,744343.67
NitrateQ12020,W-85,2020-04-28 8:48,NO3-N,Nitrate as N,0.023,mg/L,Y,,2025107.68,745079.71
Tc99Q12022,W-123,2022-04-04 10:52,14133-76-7,Technetium-99,442,pCi/L,Y,,2024283.69,744647.8
Tc99Q12022,W-11,2022-04-04 11:54,14133-76-7,Technetium-99,948,pCi/L,Y,,2023914.56,744743.05
Tc99Q12022,W-7A,2022-04-04 14:02,14133-76-7,Technetium-99,153,pCi/L,Y,,2023872.22,744907.43
Tc99Q12022,W-6,2022-04-04 14:05,14133-76-7,Technetium-99,2230,pCi/L,Y,,2024109.62,744963.29
Tc99Q12022,W-10,2022-04-04 15:07,14133-76-7,Technetium-99,105,pCi/L,Y,,2023659.9,744897.85
Tc99Q12022,W-79,2022-04-05 9:22,14133-76-7,Technetium-99,2.77,pCi/L,Y,U,2024450.27,745200.4
Tc99Q12022,W-77,2022-04-05 9:53,14133-76-7,Technetium-99,1.7,pCi/L,Y,U,2024346.11,745158.93
Tc99Q12022,W-80,2022-04-05 10:31,14133-76-7,Technetium-99,1.09,pCi/L,Y,U,2024414.69,745024.39
Tc99Q12022,W-78,2022-04-05 11:07,14133-76-7,Technetium-99,0.904,pCi/L,Y,U,2024371.03,745117.75
Tc99Q12022,W-76,2022-04-05 11:48,14133-76-7,Technetium-99,1.79,pCi/L,Y,U,2024223.52,745181.19
Tc99Q12022,W-28,2022-04-05 12:11,14133-76-7,Technetium-99,1.44,pCi/L,Y,U,2024317.41,745121.78
Tc99Q12022,W-84,2022-04-06 8:34,14133-76-7,Technetium-99,-3.05,pCi/L,Y,U,2024721.5,745177.25
Tc99Q12022,W-83,2022-04-06 9:42,14133-76-7,Technetium-99,-2.35,pCi/L,Y,U,2024667.49,744975.06
Tc99Q12022,W-82,2022-04-06 11:11,14133-76-7,Technetium-99,-1.4,pCi/L,Y,U,2024594.17,744895.93
Tc99Q12022,W-29,2022-04-06 12:46,14133-76-7,Technetium-99,11.6,pCi/L,Y,,2024101.64,745182.77
Tc99Q12022,W-81,2022-04-06 12:47,14133-76-7,Technetium-99,-0.547,pCi/L,Y,U,2024469.85,744938.6
Tc99Q12022,W-59,2022-04-06 14:08,14133-76-7,Technetium-99,0.31,pCi/L,Y,U,2024165.88,745219.37
Tc99Q12022,W-17,2022-04-07 9:52,14133-76-7,Technetium-99,505,pCi/L,Y,,2023785.38,745055.22
Tc99Q12022,W-18R,2022-04-07 10:55,14133-76-7,Technetium-99,85.8,pCi/L,Y,,2023939.25,745012.69
Tc99Q12022,W-58,2022-04-07 11:22,14133-76-7,Technetium-99,-1.86,pCi/L,Y,U,2024176.33,745254.09
Tc99Q12022,W-57,2022-04-07 12:35,14133-76-7,Technetium-99,-3.19,pCi/L,Y,U,2024190.79,745307.43
Tc99Q12022,W-102,2022-04-07 13:20,14133-76-7,Technetium-99,98.8,pCi/L,Y,,2024124.44,745090.12
Tc99Q12022,W-73,2022-04-07 13:33,14133-76-7,Technetium-99,-0.452,pCi/L,Y,U,2024166.25,745339.31
Tc99Q12022,W-30,2022-04-07 14:20,14133-76-7,Technetium-99,27,pCi/L,Y,,2024150.84,745095.16
Tc99Q12022,W-56,2022-04-07 14:55,14133-76-7,Technetium-99,-3.03,pCi/L,Y,U,2024203.75,745351.31
Tc99Q12022,W-55,2022-04-08 9:10,14133-76-7,Technetium-99,0.379,pCi/L,Y,U,2024214,745397.65
Tc99Q12022,W-75,2022-04-08 9:47,14133-76-7,Technetium-99,0.379,pCi/L,Y,U,2024064.76,745317.23
Tc99Q12022,W-54,2022-04-08 11:32,14133-76-7,Technetium-99,-3.28,pCi/L,Y,U,2024229.98,745442.55
Tc99Q12022,W-72,2022-04-08 11:37,14133-76-7,Technetium-99,1.52,pCi/L,Y,U,2024162.69,745450.25
Tc99Q12022,W-53,2022-04-08 12:44,14133-76-7,Technetium-99,-2.3,pCi/L,Y,U,2024247.56,745496
Tc99Q12022,W-87,2022-04-11 9:29,14133-76-7,Technetium-99,0.437,pCi/L,Y,U,2024385.81,745952.76
Tc99Q12022,W-50,2022-04-11 11:47,14133-76-7,Technetium-99,0.661,pCi/L,Y,U,2024107.4,745637.22
Tc99Q12022,W-36,2022-04-11 11:57,14133-76-7,Technetium-99,0.357,pCi/L,Y,U,2024573.17,746084.83
Tc99Q12022,W-35,2022-04-11 13:18,14133-76-7,Technetium-99,-1.12,pCi/L,Y,U,2024227.93,745716.7
Tc99Q12022,W-52,2022-04-11 14:08,14133-76-7,Technetium-99,0.0567,pCi/L,Y,U,2024260.17,745542.36
Tc99Q12022,W-51,2022-04-11 14:25,14133-76-7,Technetium-99,-0.469,pCi/L,Y,U,2024270.83,745583.86
Tc99Q12022,W-116,2022-04-12 8:35,14133-76-7,Technetium-99,-1.06,pCi/L,Y,U,2023433.25,746778.95
Tc99Q12022,W-RW1,2022-04-12 9:02,14133-76-7,Technetium-99,0.147,pCi/L,Y,U,2024255.52,745689.84
Tc99Q12022,W-45,2022-04-12 10:37,14133-76-7,Technetium-99,0.4,pCi/L,Y,U,2024296.1,745644.03
Tc99Q12022,W-118,2022-04-12 11:58,14133-76-7,Technetium-99,-0.00883,pCi/L,Y,U,2023241.08,746437.24
Tc99Q12022,W-113,2022-04-12 12:03,14133-76-7,Technetium-99,0.178,pCi/L,Y,U,2024004.27,746811.2
Tc99Q12022,W-119,2022-04-12 12:56,14133-76-7,Technetium-99,-2.37,pCi/L,Y,U,2023805.69,746515.76
Tc99Q12022,W-120,2022-04-13 9:26,14133-76-7,Technetium-99,1.5,pCi/L,Y,U,2024014.35,745967.14
Tc99Q12022,W-61,2022-04-13 12:16,14133-76-7,Technetium-99,0.387,pCi/L,Y,U,2023288.26,745829.26
Tc99Q12022,W-23R,2022-04-13 13:46,14133-76-7,Technetium-99,1.23,pCi/L,Y,U,2024851.26,744674.74
Tc99Q12022,W-33,2022-04-13 14:00,14133-76-7,Technetium-99,1.71,pCi/L,Y,U,2023548.66,745402.99
Tc99Q12022,W-67,2022-04-14 8:32,14133-76-7,Technetium-99,50,pCi/L,Y,,2024485.79,744459.59
Tc99Q12022,W-66,2022-04-14 9:43,14133-76-7,Technetium-99,0.122,pCi/L,Y,U,2024027.17,745687.82
Tc99Q12022,W-15,2022-04-14 10:23,14133-76-7,Technetium-99,206,pCi/L,Y,,2023716.79,744663.42
Tc99Q12022,W-39,2022-04-14 10:38,14133-76-7,Technetium-99,8.55,pCi/L,Y,,2023656.67,745587.41
Tc99Q12022,W-106,2022-04-14 11:21,14133-76-7,Technetium-99,3.61,pCi/L,Y,U,2023371.32,744431.55
Tc99Q12022,W-43,2022-04-14 11:39,14133-76-7,Technetium-99,0.422,pCi/L,Y,U,2023600.12,745904.31
Tc99Q12022,W-14,2022-04-14 12:28,14133-76-7,Technetium-99,-1.05,pCi/L,Y,U,2024478.65,744603.2
Tc99Q12022,W-RW2,2022-04-14 12:45,14133-76-7,Technetium-99,7.98,pCi/L,Y,,2023458.22,745325.15
Tc99Q12022,W-41R,2022-04-15 9:38,14133-76-7,Technetium-99,10.9,pCi/L,Y,,2023252.59,745372.89
Tc99Q12022,W-99,2022-04-15 9:46,14133-76-7,Technetium-99,41.7,pCi/L,Y,,2023640.54,745123.51
Tc99Q12022,W-88,2022-04-15 10:49,14133-76-7,Technetium-99,2.08,pCi/L,Y,U,2022883.96,746574.77
Tc99Q12022,W-63,2022-04-15 11:06,14133-76-7,Technetium-99,17.4,pCi/L,Y,,2023019.42,745098.13
Tc99Q12022,W-46,2022-04-15 12:13,14133-76-7,Technetium-99,53.4,pCi/L,Y,,2023494.46,745154.59
Tc99Q12022,W-44,2022-04-15 13:04,14133-76-7,Technetium-99,-0.604,pCi/L,Y,U,2022950.11,745579.89
Tc99Q12022,W-62,2022-04-18 11:29,14133-76-7,Technetium-99,1.56,pCi/L,Y,U,2022726.08,745485.46
Tc99Q12022,W-90,2022-04-18 13:10,14133-76-7,Technetium-99,1.92,pCi/L,Y,U,2022011.55,745981.12
Tc99Q12022,W-42,2022-04-18 13:12,14133-76-7,Technetium-99,4.04,pCi/L,Y,,2023203.32,745072.35
Tc99Q12022,W-98,2022-04-18 14:32,14133-76-7,Technetium-99,7.44,pCi/L,Y,,2022894.54,745190.42
Tc99Q12022,W-68,2022-04-19 8:54,14133-76-7,Technetium-99,0.112,pCi/L,Y,U,2022496.22,745329.25
Tc99Q12022,W-64,2022-04-19 8:57,14133-76-7,Technetium-99,108,pCi/L,Y,,2023511.33,744643.8
Tc99Q12022,W-19B,2022-04-19 10:21,14133-76-7,Technetium-99,2.05,pCi/L,Y,U,2022552.95,746172.68
Tc99Q12022,W-16,2022-04-19 11:15,14133-76-7,Technetium-99,7.82,pCi/L,Y,,2024060.26,744602.32
Tc99Q12022,W-69,2022-04-19 11:48,14133-76-7,Technetium-99,3.32,pCi/L,Y,U,2026064.29,745726.92
Tc99Q12022,W-26,2022-04-19 12:30,14133-76-7,Technetium-99,5.09,pCi/L,Y,,2023417.69,744855.29
Tc99Q12022,W-48,2022-04-19 13:38,14133-76-7,Technetium-99,15.2,pCi/L,Y,,2023290.44,744913.22
Tc99Q12022,W-112,2022-04-20 8:42,14133-76-7,Technetium-99,-0.202,pCi/L,Y,U,2022027.51,744101.62
Tc99Q12022,W-95,2022-04-20 9:50,14133-76-7,Technetium-99,0.193,pCi/L,Y,U,2022553.46,744375.66
Tc99Q12022,W-107,2022-04-20 11:45,14133-76-7,Technetium-99,0.467,pCi/L,Y,U,2023252.18,744034.11
Tc99Q12022,W-24,2022-04-20 12:28,14133-76-7,Technetium-99,-0.0252,pCi/L,Y,U,2027344.76,746742.56
Tc99Q12022,W-94,2022-04-20 12:46,14133-76-7,Technetium-99,-0.471,pCi/L,Y,U,2021983.56,744728.03
