FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLEDATE,SAMPLETIME,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,TASK_CODE_2,PARENT_SAMPLE_CODE,FIELD_SDG,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORT_METHOD_DETECTION_LIMIT,REPORT_REPORTING_LIMIT,REPORT_QUANTITATION_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,REJECT_FLAG,DEPTH_INTERVAL,J_STATUS,J_STATUS_FLAG,RAD_U_FLAG,REPORT_RAD_VALUE,REPORT_RAD_TEXT,DETECTED,DETECTED_FLAG
360,CFFF,W-65,W-065,1583114,W-65-2023-Q2,,4/7/2023,07 Apr 2023,11:55,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-008,WG,SHEALY,SW8260D,4/18/2023,NA,N,INITIAL,,,,YD07048,,1,1686696,156-59-2,"cis-1,2-Dichloroethene",Y,15,15,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,15,15,ug/L,TRG,2024027.45,745693.7,,,,,,N,,,,,15,15,,x
360,CFFF,W-65,W-065,1583114,W-65-2023-Q2,,4/7/2023,07 Apr 2023,11:55,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-008,WG,SHEALY,SW8260D,4/18/2023,NA,N,INITIAL,,,,YD07048,,1,1686696,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024027.45,745693.7,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-65,W-065,1583114,W-65-2023-Q2,,4/7/2023,07 Apr 2023,11:55,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-008,WG,SHEALY,SW8260D,4/18/2023,NA,N,INITIAL,,,,YD07048,,1,1686696,79-01-6,Trichloroethene,Y,43,43,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,43,43,ug/L,TRG,2024027.45,745693.7,,,,,,N,,,,,43,43,,x
360,CFFF,W-65,W-065,1583114,W-65-2023-Q2,,4/7/2023,07 Apr 2023,11:55,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-008,WG,SHEALY,SW8260D,4/26/2023,NA,N,DILUTION,,,,YD07048,,5,1686697,127-18-4,Tetrachloroethene,Y,320,320,ug/L,5.0,2.0,5.0,5.0,YES,Y,,,H,5.0,2.0,5.0,ug/L,,320,320,ug/L,TRG,2024027.45,745693.7,,,,,,N,,,,,320,320,,x
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,E300.0,4/11/2023,NA,N,INITIAL,,,,YD07048,,1,1686700,16984-48-8,Fluoride,N,< 0.10,0.1,mg/L,0.10,0.025,0.10,0.10,YES,N,,,U,0.10,0.025,0.10,mg/L,,,,mg/L,TRG,2024027.17,745687.82,,,,,,N,,,,,0.1,< 0.10,,
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,E353.2,4/8/2023,NA,N,INITIAL,,,,YD07048,,1,1686701,NO3-N,Nitrate as N,,1.7,1.7,mg/L,0.020,0.010,0.020,0.020,YES,Y,,,,0.020,0.010,0.020,mg/L,,1.7,1.7,mg/L,TRG,2024027.17,745687.82,,,,,,N,,,,,1.7,1.7,,x
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,SW8260D,4/19/2023,NA,N,INITIAL,,,,YD07048,,5,1686702,127-18-4,Tetrachloroethene,Y,460,460,ug/L,5.0,2.0,5.0,5.0,YES,Y,,,,5.0,2.0,5.0,ug/L,,460,460,ug/L,TRG,2024027.17,745687.82,,,,,,N,,,,,460,460,,x
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,SW8260D,4/19/2023,NA,N,INITIAL,,,,YD07048,,5,1686702,156-59-2,"cis-1,2-Dichloroethene",Y,24,24,ug/L,5.0,2.0,5.0,5.0,YES,Y,,,,5.0,2.0,5.0,ug/L,,24,24,ug/L,TRG,2024027.17,745687.82,,,,,,N,,,,,24,24,,x
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,SW8260D,4/19/2023,NA,N,INITIAL,,,,YD07048,,5,1686702,75-01-4,Vinyl chloride,Y,< 5.0,5,ug/L,5.0,2.0,5.0,5.0,YES,N,,,U,5.0,2.0,5.0,ug/L,,,,ug/L,TRG,2024027.17,745687.82,,,,,,N,,,,,5,< 5.0,,
360,CFFF,W-66,W-066,1583115,W-66-2023-Q2,,4/7/2023,07 Apr 2023,12:37,N,,,,WG,2023-Q2-GW,,,618390,LB,YD07048-010,WG,SHEALY,SW8260D,4/19/2023,NA,N,INITIAL,,,,YD07048,,5,1686702,79-01-6,Trichloroethene,Y,11,11,ug/L,5.0,2.0,5.0,5.0,YES,Y,,,,5.0,2.0,5.0,ug/L,,11,11,ug/L,TRG,2024027.17,745687.82,,,,,,N,,,,,11,11,,x
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686719,16984-48-8,Fluoride,N,0.14,0.14,mg/L,0.10,0.025,0.10,0.10,YES,Y,,,,0.10,0.025,0.10,mg/L,,0.14,0.14,mg/L,TRG,2023371.32,744431.55,,,,,,N,,,,,0.14,0.14,,x
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,1,1686720,NO3-N,Nitrate as N,,0.17,0.17,mg/L,0.020,0.010,0.020,0.020,YES,Y,,,,0.020,0.010,0.020,mg/L,,0.17,0.17,mg/L,TRG,2023371.32,744431.55,,,,,,N,,,,,0.17,0.17,,x
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686721,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023371.32,744431.55,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686721,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023371.32,744431.55,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686721,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,LU,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023371.32,744431.55,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-106,W-106,1594487,W-106-2023-Q2,,4/13/2023,13 Apr 2023,13:13,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-008,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686721,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023371.32,744431.55,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686722,16984-48-8,Fluoride,N,< 0.10,0.1,mg/L,0.10,0.025,0.10,0.10,YES,N,,,U,0.10,0.025,0.10,mg/L,,,,mg/L,TRG,2024559.81,746087.76,,,,,,N,,,,,0.1,< 0.10,,
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,1,1686723,NO3-N,Nitrate as N,,0.030,0.03,mg/L,0.020,0.010,0.020,0.020,YES,Y,,,,0.020,0.010,0.020,mg/L,,0.030,0.03,mg/L,TRG,2024559.81,746087.76,,,,,,N,,,,,0.03,0.030,,x
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686724,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024559.81,746087.76,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686724,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024559.81,746087.76,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686724,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,LU,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024559.81,746087.76,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-122,W-122,1593780,W-122-2023-Q2,,4/13/2023,13 Apr 2023,08:50,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-002,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686724,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024559.81,746087.76,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686725,16984-48-8,Fluoride,N,1.8,1.8,mg/L,0.10,0.025,0.10,0.10,YES,Y,,,,0.10,0.025,0.10,mg/L,,1.8,1.8,mg/L,TRG,2023716.79,744663.42,,,,,,N,,,,,1.8,1.8,,x
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,50,1686726,NO3-N,Nitrate as N,,45,45,mg/L,1.0,0.50,1.0,1.0,YES,Y,,,,1.0,0.50,1.0,mg/L,,45,45,mg/L,TRG,2023716.79,744663.42,,,,,,N,,,,,45,45,,x
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686727,127-18-4,Tetrachloroethene,Y,8.7,8.7,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,8.7,8.7,ug/L,TRG,2023716.79,744663.42,,,,,,N,,,,,8.7,8.7,,x
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686727,156-59-2,"cis-1,2-Dichloroethene",Y,0.93,0.93,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,J,1.0,0.40,1.0,ug/L,,0.93,0.93,ug/L,TRG,2023716.79,744663.42,,,,,,N,,,J,,0.93,0.93,,x
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686727,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,LU,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023716.79,744663.42,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-15,W-015,1593781,W-15-2023-Q2,,4/13/2023,13 Apr 2023,12:49,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-007,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686727,79-01-6,Trichloroethene,Y,1.7,1.7,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,1.7,1.7,ug/L,TRG,2023716.79,744663.42,,,,,,N,,,,,1.7,1.7,,x
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686728,16984-48-8,Fluoride,N,< 0.10,0.1,mg/L,0.10,0.025,0.10,0.10,YES,N,,,U,0.10,0.025,0.10,mg/L,,,,mg/L,TRG,2024573.17,746084.83,,,,,,N,,,,,0.1,< 0.10,,
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,1,1686729,NO3-N,Nitrate as N,,0.44,0.44,mg/L,0.020,0.010,0.020,0.020,YES,Y,,,,0.020,0.010,0.020,mg/L,,0.44,0.44,mg/L,TRG,2024573.17,746084.83,,,,,,N,,,,,0.44,0.44,,x
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686730,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024573.17,746084.83,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686730,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024573.17,746084.83,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686730,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,LU,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024573.17,746084.83,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-36,W-036,1593782,W-36-2023-Q2,,4/13/2023,13 Apr 2023,09:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-004,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686730,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024573.17,746084.83,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686731,16984-48-8,Fluoride,N,4.0,4,mg/L,0.10,0.025,0.10,0.10,YES,Y,,,,0.10,0.025,0.10,mg/L,,4.0,4,mg/L,TRG,2023515.87,744633.77,,,,,,N,,,,,4,4.0,,x
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,50,1686732,NO3-N,Nitrate as N,,62,62,mg/L,1.0,0.50,1.0,1.0,YES,Y,,,,1.0,0.50,1.0,mg/L,,62,62,mg/L,TRG,2023515.87,744633.77,,,,,,N,,,,,62,62,,x
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686733,127-18-4,Tetrachloroethene,Y,2.8,2.8,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,2.8,2.8,ug/L,TRG,2023515.87,744633.77,,,,,,N,,,,,2.8,2.8,,x
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686733,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023515.87,744633.77,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686733,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023515.87,744633.77,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-47,W-047,1593783,W-47-2023-Q2,,4/13/2023,13 Apr 2023,13:54,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-009,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686733,79-01-6,Trichloroethene,Y,0.66,0.66,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,J,1.0,0.40,1.0,ug/L,,0.66,0.66,ug/L,TRG,2023515.87,744633.77,,,,,,N,,,J,,0.66,0.66,,x
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686734,16984-48-8,Fluoride,N,3.9,3.9,mg/L,0.10,0.025,0.10,0.10,YES,Y,,,,0.10,0.025,0.10,mg/L,,3.9,3.9,mg/L,TRG,2023511.33,744643.8,,,,,,N,,,,,3.9,3.9,,x
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,50,1686735,NO3-N,Nitrate as N,,61,61,mg/L,1.0,0.50,1.0,1.0,YES,Y,,,,1.0,0.50,1.0,mg/L,,61,61,mg/L,TRG,2023511.33,744643.8,,,,,,N,,,,,61,61,,x
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686736,127-18-4,Tetrachloroethene,Y,1.9,1.9,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,1.9,1.9,ug/L,TRG,2023511.33,744643.8,,,,,,N,,,,,1.9,1.9,,x
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686736,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023511.33,744643.8,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686736,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,U,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2023511.33,744643.8,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-64,W-064,1594492,W-64-2023-Q2,,4/13/2023,13 Apr 2023,14:10,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-010,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686736,79-01-6,Trichloroethene,Y,0.46,0.46,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,J,1.0,0.40,1.0,ug/L,,0.46,0.46,ug/L,TRG,2023511.33,744643.8,,,,,,N,,,J,,0.46,0.46,,x
360,CFFF,W-74,W-074,1593784,W-74-2023-Q2,,4/13/2023,13 Apr 2023,11:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-006,WG,SHEALY,E300.0,4/19/2023,NA,N,INITIAL,,,,YD13050,,1,1686737,16984-48-8,Fluoride,N,< 0.10,0.1,mg/L,0.10,0.025,0.10,0.10,YES,N,,,U,0.10,0.025,0.10,mg/L,,,,mg/L,TRG,2024067.17,745325.13,,,,,,N,,,,,0.1,< 0.10,,
360,CFFF,W-74,W-074,1593784,W-74-2023-Q2,,4/13/2023,13 Apr 2023,11:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-006,WG,SHEALY,E353.2,4/14/2023,NA,N,INITIAL,,,,YD13050,,5,1686738,NO3-N,Nitrate as N,,6.0,6,mg/L,0.10,0.050,0.10,0.10,YES,Y,,,,0.10,0.050,0.10,mg/L,,6.0,6,mg/L,TRG,2024067.17,745325.13,,,,,,N,,,,,6,6.0,,x
360,CFFF,W-74,W-074,1593784,W-74-2023-Q2,,4/13/2023,13 Apr 2023,11:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-006,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686739,127-18-4,Tetrachloroethene,Y,7.8,7.8,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,,1.0,0.40,1.0,ug/L,,7.8,7.8,ug/L,TRG,2024067.17,745325.13,,,,,,N,,,,,7.8,7.8,,x
360,CFFF,W-74,W-074,1593784,W-74-2023-Q2,,4/13/2023,13 Apr 2023,11:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-006,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686739,156-59-2,"cis-1,2-Dichloroethene",Y,0.74,0.74,ug/L,1.0,0.40,1.0,1.0,YES,Y,,,J,1.0,0.40,1.0,ug/L,,0.74,0.74,ug/L,TRG,2024067.17,745325.13,,,,,,N,,,J,,0.74,0.74,,x
360,CFFF,W-74,W-074,1593784,W-74-2023-Q2,,4/13/2023,13 Apr 2023,11:38,N,,,,WG,2023-Q2-GW,,,YD13050,LB,YD13050-006,WG,SHEALY,SW8260D,4/26/2023,NA,N,INITIAL,,,,YD13050,,1,1686739,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.40,1.0,1.0,YES,N,,,LU,1.0,0.40,1.0,ug/L,,,,ug/L,TRG,2024067.17,745325.13,,,,,,N,,,,,1,< 1.0,,
