FACILITY_ID,FACILITY_CODE,SYS_LOC_CODE,LOC_NAME,SAMPLE_ID,SYS_SAMPLE_CODE,SAMPLE_NAME,SAMPLE_DATE,SAMPLEDATE,SAMPLETIME,SAMPLE_TYPE_CODE,START_DEPTH,END_DEPTH,DEPTH_UNIT,MATRIX_CODE,TASK_CODE,TASK_CODE_2,PARENT_SAMPLE_CODE,FIELD_SDG,ANALYSIS_LOCATION,LAB_SAMPLE_ID,LAB_MATRIX_CODE,LAB_NAME_CODE,ANALYTIC_METHOD,ANALYSIS_DATE,COLUMN_NUMBER,FRACTION,TEST_TYPE,PREP_METHOD,LEACHATE_METHOD,LEACHATE_DATE,LAB_SDG,PERCENT_MOISTURE,DILUTION_FACTOR,TEST_ID,CAS_RN,CHEMICAL_NAME,ORGANIC_YN,REPORT_RESULT_TEXT,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,REPORT_METHOD_DETECTION_LIMIT,REPORT_REPORTING_LIMIT,REPORT_QUANTITATION_LIMIT,REPORTABLE_RESULT,DETECT_FLAG,INTERPRETED_QUALIFIERS,VALIDATOR_QUALIFIERS,LAB_QUALIFIERS,QUANTITATION_LIMIT,METHOD_DETECTION_LIMIT,REPORTING_DETECTION_LIMIT,DETECTION_LIMIT_UNIT,APPROVAL_CODE,RESULT_TEXT,RESULT_NUMERIC,RESULT_UNIT,RESULT_TYPE_CODE,X_COORD,Y_COORD,Z_COORD_AVG,ZFROM,ZTO,LONGITUDE,LATITUDE,REJECT_FLAG,DEPTH_INTERVAL,J_STATUS,J_STATUS_FLAG,RAD_U_FLAG,REPORT_RAD_VALUE,REPORT_RAD_TEXT,DETECTED,DETECTED_FLAG
360,CFFF,W-57,W-057,72300,W-57-2020-Q4,W-57-2020-Q4,10/8/2020,08 Oct 2020,13:30,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98057,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024190.79,745307.43,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-57,W-057,72300,W-57-2020-Q4,W-57-2020-Q4,10/8/2020,08 Oct 2020,13:30,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98057,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024190.79,745307.43,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-57,W-057,72300,W-57-2020-Q4,W-57-2020-Q4,10/8/2020,08 Oct 2020,13:30,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98057,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024190.79,745307.43,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-58,W-058,72301,W-58-2020-Q4,W-58-2020-Q4,10/8/2020,08 Oct 2020,11:58,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-002,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ08058,,5,98060,NO3-N,Nitrate as N,,5.3,5.3,mg/L,0.10,0.05,0.10,0.1,YES,Y,,,,0.1,0.05,0.10,mg/L,,5.3,5.3,mg/L,TRG,2024176.33,745254.09,,,,,,N,,,,,5.3,5.3,,x
360,CFFF,W-58,W-058,72301,W-58-2020-Q4,W-58-2020-Q4,10/8/2020,08 Oct 2020,11:58,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98062,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024176.33,745254.09,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-58,W-058,72301,W-58-2020-Q4,W-58-2020-Q4,10/8/2020,08 Oct 2020,11:58,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98062,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024176.33,745254.09,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-58,W-058,72301,W-58-2020-Q4,W-58-2020-Q4,10/8/2020,08 Oct 2020,11:58,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98062,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024176.33,745254.09,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-58,W-058,72301,W-58-2020-Q4,W-58-2020-Q4,10/8/2020,08 Oct 2020,11:58,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98062,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024176.33,745254.09,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-6,W-006,70215,W-6-2020-Q4,W-6-2020-Q4,10/8/2020,08 Oct 2020,11:16,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-005,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ08058,,200,98065,NO3-N,Nitrate as N,,220,220,mg/L,4.0,2,4.0,4,YES,Y,,,,4,2,4.0,mg/L,,220,220,mg/L,TRG,2024109.62,744963.29,,,,,,N,,,,,220,220,,x
360,CFFF,W-6,W-006,70215,W-6-2020-Q4,W-6-2020-Q4,10/8/2020,08 Oct 2020,11:16,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98067,127-18-4,Tetrachloroethene,Y,16,16,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,16,16,ug/L,TRG,2024109.62,744963.29,,,,,,N,,,,,16,16,,x
360,CFFF,W-6,W-006,70215,W-6-2020-Q4,W-6-2020-Q4,10/8/2020,08 Oct 2020,11:16,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98067,156-59-2,"cis-1,2-Dichloroethene",Y,2.5,2.5,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,2.5,2.5,ug/L,TRG,2024109.62,744963.29,,,,,,N,,,,,2.5,2.5,,x
360,CFFF,W-6,W-006,70215,W-6-2020-Q4,W-6-2020-Q4,10/8/2020,08 Oct 2020,11:16,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98067,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024109.62,744963.29,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-6,W-006,70215,W-6-2020-Q4,W-6-2020-Q4,10/8/2020,08 Oct 2020,11:16,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98067,79-01-6,Trichloroethene,Y,2.6,2.6,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,2.6,2.6,ug/L,TRG,2024109.62,744963.29,,,,,,N,,,,,2.6,2.6,,x
360,CFFF,W-73,W-073,72302,W-73-2020-Q4,W-73-2020-Q4,10/8/2020,08 Oct 2020,15:27,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-004,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ08058,,2,98070,NO3-N,Nitrate as N,,1.6,1.6,mg/L,0.040,0.02,0.040,0.04,YES,Y,,,,0.04,0.02,0.040,mg/L,,1.6,1.6,mg/L,TRG,2024166.25,745339.31,,,,,,N,,,,,1.6,1.6,,x
360,CFFF,W-73,W-073,72302,W-73-2020-Q4,W-73-2020-Q4,10/8/2020,08 Oct 2020,15:27,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98072,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024166.25,745339.31,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-73,W-073,72302,W-73-2020-Q4,W-73-2020-Q4,10/8/2020,08 Oct 2020,15:27,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98072,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024166.25,745339.31,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-73,W-073,72302,W-73-2020-Q4,W-73-2020-Q4,10/8/2020,08 Oct 2020,15:27,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98072,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024166.25,745339.31,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-73,W-073,72302,W-73-2020-Q4,W-73-2020-Q4,10/8/2020,08 Oct 2020,15:27,N,,,,WG,2020-Q4-GW,,,VJ08058,LB,VJ08058-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ08058,,1,98072,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024166.25,745339.31,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-17,W-017,75106,W-17-2020-Q4,W-17-2020-Q4,10/9/2020,09 Oct 2020,10:12,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-002,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ09060,,10,98091,NO3-N,Nitrate as N,,19,19,mg/L,0.20,0.1,0.20,0.2,YES,Y,,,,0.2,0.1,0.20,mg/L,,19,19,mg/L,TRG,2023785.38,745055.22,,,,,,N,,,,,19,19,,x
360,CFFF,W-17,W-017,75106,W-17-2020-Q4,W-17-2020-Q4,10/9/2020,09 Oct 2020,10:12,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98093,127-18-4,Tetrachloroethene,Y,5.2,5.2,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,5.2,5.2,ug/L,TRG,2023785.38,745055.22,,,,,,N,,,,,5.2,5.2,,x
360,CFFF,W-17,W-017,75106,W-17-2020-Q4,W-17-2020-Q4,10/9/2020,09 Oct 2020,10:12,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98093,156-59-2,"cis-1,2-Dichloroethene",Y,1.1,1.1,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,1.1,1.1,ug/L,TRG,2023785.38,745055.22,,,,,,N,,,,,1.1,1.1,,x
360,CFFF,W-17,W-017,75106,W-17-2020-Q4,W-17-2020-Q4,10/9/2020,09 Oct 2020,10:12,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98093,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2023785.38,745055.22,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-17,W-017,75106,W-17-2020-Q4,W-17-2020-Q4,10/9/2020,09 Oct 2020,10:12,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-002,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98093,79-01-6,Trichloroethene,Y,1.1,1.1,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,1.1,1.1,ug/L,TRG,2023785.38,745055.22,,,,,,N,,,,,1.1,1.1,,x
360,CFFF,W-18R,W-018R,75107,W-18R-2020-Q4,W-18R-2020-Q4,10/9/2020,09 Oct 2020,11:43,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-003,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ09060,,500,98097,NO3-N,Nitrate as N,,660,660,mg/L,10,5,10,10,YES,Y,,,,10,5,10,mg/L,,660,660,mg/L,TRG,2023939.25,745012.69,,,,,,N,,,,,660,660,,x
360,CFFF,W-18R,W-018R,75107,W-18R-2020-Q4,W-18R-2020-Q4,10/9/2020,09 Oct 2020,11:43,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98099,127-18-4,Tetrachloroethene,Y,3.4,3.4,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,3.4,3.4,ug/L,TRG,2023939.25,745012.69,,,,,,N,,,,,3.4,3.4,,x
360,CFFF,W-18R,W-018R,75107,W-18R-2020-Q4,W-18R-2020-Q4,10/9/2020,09 Oct 2020,11:43,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98099,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2023939.25,745012.69,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-18R,W-018R,75107,W-18R-2020-Q4,W-18R-2020-Q4,10/9/2020,09 Oct 2020,11:43,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98099,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2023939.25,745012.69,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-18R,W-018R,75107,W-18R-2020-Q4,W-18R-2020-Q4,10/9/2020,09 Oct 2020,11:43,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-003,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98099,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2023939.25,745012.69,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-37,W-037,76057,W-37-2020-Q4,W-37-2020-Q4,10/9/2020,09 Oct 2020,14:38,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-005,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ09060,,5,98103,NO3-N,Nitrate as N,,3.8,3.8,mg/L,0.10,0.05,0.10,0.1,YES,Y,,,,0.1,0.05,0.10,mg/L,,3.8,3.8,mg/L,TRG,2024230.73,745407.39,,,,,,N,,,,,3.8,3.8,,x
360,CFFF,W-37,W-037,76057,W-37-2020-Q4,W-37-2020-Q4,10/9/2020,09 Oct 2020,14:38,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98105,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024230.73,745407.39,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-37,W-037,76057,W-37-2020-Q4,W-37-2020-Q4,10/9/2020,09 Oct 2020,14:38,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98105,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024230.73,745407.39,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-37,W-037,76057,W-37-2020-Q4,W-37-2020-Q4,10/9/2020,09 Oct 2020,14:38,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98105,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024230.73,745407.39,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-37,W-037,76057,W-37-2020-Q4,W-37-2020-Q4,10/9/2020,09 Oct 2020,14:38,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-005,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98105,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024230.73,745407.39,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-59,W-059,75111,W-59-2020-Q4,W-59-2020-Q4,10/9/2020,09 Oct 2020,13:58,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-001,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ09060,,15,98110,NO3-N,Nitrate as N,,17,17,mg/L,0.30,0.15,0.30,0.3,YES,Y,,,,0.3,0.15,0.30,mg/L,,17,17,mg/L,TRG,2024165.88,745219.37,,,,,,N,,,,,17,17,,x
360,CFFF,W-59,W-059,75111,W-59-2020-Q4,W-59-2020-Q4,10/9/2020,09 Oct 2020,13:58,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-001,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98112,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024165.88,745219.37,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-59,W-059,75111,W-59-2020-Q4,W-59-2020-Q4,10/9/2020,09 Oct 2020,13:58,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-001,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98112,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024165.88,745219.37,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-59,W-059,75111,W-59-2020-Q4,W-59-2020-Q4,10/9/2020,09 Oct 2020,13:58,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-001,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98112,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024165.88,745219.37,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-59,W-059,75111,W-59-2020-Q4,W-59-2020-Q4,10/9/2020,09 Oct 2020,13:58,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-001,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98112,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024165.88,745219.37,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-72,W-072,76058,W-72-2020-Q4,W-72-2020-Q4,10/9/2020,09 Oct 2020,12:56,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-004,WG,SHEALY,E353.2,10/9/2020,NA,T,INITIAL,,,,VJ09060,,5,98117,NO3-N,Nitrate as N,,9.3,9.3,mg/L,0.10,0.05,0.10,0.1,YES,Y,,,,0.1,0.05,0.10,mg/L,,9.3,9.3,mg/L,TRG,2024162.69,745450.25,,,,,,N,,,,,9.3,9.3,,x
360,CFFF,W-72,W-072,76058,W-72-2020-Q4,W-72-2020-Q4,10/9/2020,09 Oct 2020,12:56,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98119,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024162.69,745450.25,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-72,W-072,76058,W-72-2020-Q4,W-72-2020-Q4,10/9/2020,09 Oct 2020,12:56,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98119,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024162.69,745450.25,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-72,W-072,76058,W-72-2020-Q4,W-72-2020-Q4,10/9/2020,09 Oct 2020,12:56,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98119,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024162.69,745450.25,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-72,W-072,76058,W-72-2020-Q4,W-72-2020-Q4,10/9/2020,09 Oct 2020,12:56,N,,,,WG,2020-Q4-GW,,,VJ09060,LB,VJ09060-004,WG,SHEALY,SW8260D,10/14/2020,NA,N,INITIAL,,,,VJ09060,,1,98119,79-01-6,Trichloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024162.69,745450.25,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-30,W-030,76354,W-30-2020-Q4,W-30-2020-Q4,10/12/2020,12 Oct 2020,09:28,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-001,WG,SHEALY,E353.2,10/13/2020,NA,T,INITIAL,,,,VJ12028,,100,98136,NO3-N,Nitrate as N,,69,69,mg/L,2.0,1,2.0,2,YES,Y,,,,2,1,2.0,mg/L,,69,69,mg/L,TRG,2024150.84,745095.16,,,,,,N,,,,,69,69,,x
360,CFFF,W-30,W-030,76354,W-30-2020-Q4,W-30-2020-Q4,10/12/2020,12 Oct 2020,09:28,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-001,WG,SHEALY,SW8260D,10/16/2020,NA,N,INITIAL,,,,VJ12028,,1,98138,127-18-4,Tetrachloroethene,Y,1.2,1.2,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,1.2,1.2,ug/L,TRG,2024150.84,745095.16,,,,,,N,,,,,1.2,1.2,,x
360,CFFF,W-30,W-030,76354,W-30-2020-Q4,W-30-2020-Q4,10/12/2020,12 Oct 2020,09:28,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-001,WG,SHEALY,SW8260D,10/16/2020,NA,N,INITIAL,,,,VJ12028,,1,98138,156-59-2,"cis-1,2-Dichloroethene",Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024150.84,745095.16,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-30,W-030,76354,W-30-2020-Q4,W-30-2020-Q4,10/12/2020,12 Oct 2020,09:28,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-001,WG,SHEALY,SW8260D,10/16/2020,NA,N,INITIAL,,,,VJ12028,,1,98138,75-01-4,Vinyl chloride,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024150.84,745095.16,,,,,,N,,,,,1,< 1.0,,
360,CFFF,W-30,W-030,76354,W-30-2020-Q4,W-30-2020-Q4,10/12/2020,12 Oct 2020,09:28,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-001,WG,SHEALY,SW8260D,10/16/2020,NA,N,INITIAL,,,,VJ12028,,1,98138,79-01-6,Trichloroethene,Y,3.1,3.1,ug/L,1.0,0.4,1.0,1,YES,Y,,,,1,0.4,1.0,ug/L,,3.1,3.1,ug/L,TRG,2024150.84,745095.16,,,,,,N,,,,,3.1,3.1,,x
360,CFFF,W-52,W-052,76938,W-52-2020-Q4,W-52-2020-Q4,10/12/2020,12 Oct 2020,14:25,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-008,WG,SHEALY,E353.2,10/13/2020,NA,T,INITIAL,,,,VJ12028,,2,98141,NO3-N,Nitrate as N,,0.82,0.82,mg/L,0.040,0.02,0.040,0.04,YES,Y,,,,0.04,0.02,0.040,mg/L,,0.82,0.82,mg/L,TRG,2024260.17,745542.36,,,,,,N,,,,,0.82,0.82,,x
360,CFFF,W-52,W-052,76938,W-52-2020-Q4,W-52-2020-Q4,10/12/2020,12 Oct 2020,14:25,N,,,,WG,2020-Q4-GW,,,VJ12028,LB,VJ12028-008,WG,SHEALY,SW8260D,10/16/2020,NA,N,INITIAL,,,,VJ12028,,1,98143,127-18-4,Tetrachloroethene,Y,< 1.0,1,ug/L,1.0,0.4,1.0,1,YES,N,,,U,1,0.4,1.0,ug/L,,,,ug/L,TRG,2024260.17,745542.36,,,,,,N,,,,,1,< 1.0,,
